Tensile strain (Strain 1) : Primary source		Strain 1				
						
Results Table 1						
	Tensile strain (Strain 1) gauge length	Strain 1 gauge length	Time at removal			
	(mm)	(mm)	(s)			
1	50.00	50.00	54.04			
2	50.00	50.00	54.04			
3	50.00	50.00	54.04			
						
Results Table 2						
						
						
1	Time	Displacement	Force	Tensile strain (Strain 1)	Tensile displacement	Strain 1
	(s)	(mm)	(kN)	(%)	(mm)	(%)
	189.4770	33.7726	14.6825	38.1471	19.0736	3.9342
	189.4970	33.7775	14.6832	38.1529	19.0764	3.9342
	189.5170	33.7825	14.6833	38.1587	19.0794	3.9342
	189.5370	33.7876	14.6838	38.1646	19.0823	3.9342
	189.5570	33.7925	14.6840	38.1705	19.0852	3.9342
	189.5770	33.7976	14.6845	38.1764	19.0882	3.9342
	189.5970	33.8027	14.6852	38.1823	19.0912	3.9342
	189.6170	33.8078	14.6858	38.1883	19.0942	3.9342
	189.6370	33.8128	14.6865	38.1941	19.0971	3.9342
	189.6570	33.8177	14.6863	38.1999	19.0999	3.9342
	189.6770	33.8226	14.6849	38.2056	19.1028	3.9342
	189.6970	33.8276	14.6839	38.2115	19.1057	3.9342
	189.7170	33.8326	14.6842	38.2173	19.1086	3.9342
	189.7370	33.8377	14.6849	38.2232	19.1116	3.9342
	189.7570	33.8426	14.6858	38.2290	19.1145	3.9342
	189.7770	33.8476	14.6855	38.2348	19.1174	3.9342
	189.7970	33.8526	14.6856	38.2407	19.1203	3.9342
	189.8170	33.8575	14.6855	38.2464	19.1232	3.9342
	189.8370	33.8626	14.6852	38.2524	19.1262	3.9342
	189.8570	33.8675	14.6856	38.2581	19.1291	3.9342
	189.8770	33.8727	14.6859	38.2641	19.1321	3.9342
	189.8970	33.8776	14.6867	38.2699	19.1350	3.9342
	189.9170	33.8827	14.6866	38.2758	19.1379	3.9342
	189.9370	33.8878	14.6871	38.2818	19.1409	3.9342
	189.9570	33.8929	14.6878	38.2877	19.1439	3.9342
	189.9770	33.8979	14.6883	38.2936	19.1468	3.9342
	189.9970	33.9026	14.6879	38.2991	19.1496	3.9342
	190.0170	33.9075	14.6863	38.3049	19.1524	3.9342
	190.0370	33.9125	14.6854	38.3107	19.1554	3.9342
	190.0570	33.9176	14.6859	38.3166	19.1583	3.9342
	190.0770	33.9226	14.6873	38.3225	19.1612	3.9342
	190.0970	33.9277	14.6880	38.3284	19.1642	3.9342
	190.1170	33.9327	14.6883	38.3342	19.1671	3.9342
	190.1370	33.9376	14.6883	38.3401	19.1700	3.9342
	190.1570	33.9426	14.6884	38.3459	19.1730	3.9342
	190.1770	33.9476	14.6882	38.3517	19.1759	3.9342
	190.1970	33.9526	14.6880	38.3576	19.1788	3.9342
	190.2170	33.9576	14.6883	38.3633	19.1817	3.9342
	190.2370	33.9627	14.6886	38.3693	19.1846	3.9342
	190.2570	33.9676	14.6891	38.3751	19.1875	3.9342
	190.2770	33.9727	14.6893	38.3810	19.1905	3.9342
	190.2970	33.9778	14.6904	38.3870	19.1935	3.9342
	190.3170	33.9827	14.6907	38.3927	19.1964	3.9342
	190.3370	33.9877	14.6901	38.3985	19.1993	3.9342
	190.3570	33.9925	14.6891	38.4042	19.2021	3.9342
	190.3770	33.9977	14.6884	38.4102	19.2051	3.9342
	190.3970	34.0026	14.6892	38.4160	19.2080	3.9342
	190.4170	34.0077	14.6898	38.4219	19.2110	3.9342
	190.4370	34.0127	14.6905	38.4277	19.2139	3.9342
	190.4570	34.0176	14.6900	38.4336	19.2168	3.9342
	190.4770	34.0226	14.6898	38.4394	19.2197	3.9342
	190.4970	34.0275	14.6897	38.4450	19.2225	3.9342
	190.5170	34.0325	14.6892	38.4509	19.2255	3.9342
	190.5370	34.0375	14.6893	38.4567	19.2284	3.9342
	190.5570	34.0425	14.6900	38.4626	19.2313	3.9342
	190.5770	34.0475	14.6906	38.4684	19.2342	3.9342
	190.5970	34.0526	14.6912	38.4744	19.2372	3.9342
	190.6170	34.0576	14.6924	38.4803	19.2402	3.9342
	190.6370	34.0628	14.6932	38.4863	19.2432	3.9342
	190.6570	34.0677	14.6937	38.4921	19.2460	3.9342
	190.6770	34.0726	14.6926	38.4977	19.2489	3.9342
	190.6970	34.0776	14.6912	38.5036	19.2518	3.9342
	190.7170	34.0826	14.6910	38.5094	19.2547	3.9342
	190.7370	34.0877	14.6915	38.5154	19.2577	3.9342
	190.7570	34.0926	14.6925	38.5211	19.2606	3.9342
	190.7770	34.0976	14.6924	38.5270	19.2635	3.9342
	190.7970	34.1025	14.6924	38.5327	19.2664	3.9342
	190.8170	34.1075	14.6921	38.5386	19.2693	3.9342
	190.8370	34.1125	14.6930	38.5445	19.2722	3.9342
	190.8570	34.1175	14.6933	38.5503	19.2751	3.9342
	190.8770	34.1226	14.6934	38.5562	19.2781	3.9342
	190.8970	34.1275	14.6937	38.5619	19.2810	3.9342
	190.9170	34.1326	14.6935	38.5679	19.2840	3.9342
	190.9370	34.1377	14.6943	38.5738	19.2869	3.9342
	190.9570	34.1428	14.6950	38.5798	19.2899	3.9342
	190.9770	34.1478	14.6960	38.5857	19.2928	3.9342
	190.9970	34.1528	14.6962	38.5915	19.2957	3.9342
	191.0170	34.1576	14.6951	38.5971	19.2986	3.9342
	191.0370	34.1626	14.6937	38.6029	19.3015	3.9342
	191.0570	34.1676	14.6937	38.6089	19.3044	3.9342
	191.0770	34.1727	14.6943	38.6147	19.3074	3.9342
	191.0970	34.1777	14.6951	38.6206	19.3103	3.9342
	191.1170	34.1826	14.6953	38.6263	19.3132	3.9342
	191.1370	34.1877	14.6950	38.6323	19.3161	3.9342
	191.1570	34.1925	14.6954	38.6380	19.3190	3.9342
	191.1770	34.1975	14.6948	38.6438	19.3219	3.9342
	191.1970	34.2025	14.6949	38.6496	19.3248	3.9342
	191.2170	34.2075	14.6947	38.6554	19.3277	3.9342
	191.2370	34.2125	14.6953	38.6614	19.3307	3.9342
	191.2570	34.2175	14.6958	38.6671	19.3335	3.9342
	191.2770	34.2227	14.6960	38.6732	19.3366	3.9342
	191.2970	34.2277	14.6972	38.6790	19.3395	3.9342
	191.3170	34.2328	14.6978	38.6850	19.3425	3.9342
	191.3370	34.2377	14.6982	38.6908	19.3454	3.9342
	191.3570	34.2426	14.6972	38.6965	19.3482	3.9342
	191.3770	34.2476	14.6962	38.7023	19.3512	3.9342
	191.3970	34.2526	14.6962	38.7082	19.3541	3.9342
	191.4170	34.2577	14.6966	38.7141	19.3570	3.9342
	191.4370	34.2626	14.6971	38.7199	19.3599	3.9342
	191.4570	34.2676	14.6970	38.7257	19.3628	3.9342
	191.4770	34.2726	14.6968	38.7315	19.3658	3.9342
	191.4970	34.2776	14.6969	38.7374	19.3687	3.9342
	191.5170	34.2825	14.6972	38.7431	19.3715	3.9342
	191.5370	34.2875	14.6972	38.7490	19.3745	3.9342
	191.5570	34.2925	14.6975	38.7548	19.3774	3.9342
	191.5770	34.2975	14.6975	38.7607	19.3803	3.9342
	191.5970	34.3026	14.6980	38.7666	19.3833	3.9342
	191.6170	34.3077	14.6987	38.7725	19.3863	3.9342
	191.6370	34.3129	14.6996	38.7786	19.3893	3.9342
	191.6570	34.3178	14.7006	38.7843	19.3922	3.9342
	191.6770	34.3228	14.7000	38.7902	19.3951	3.9342
	191.6970	34.3276	14.6988	38.7958	19.3979	3.9342
	191.7170	34.3326	14.6973	38.8017	19.4008	3.9342
	191.7370	34.3377	14.6977	38.8076	19.4038	3.9342
	191.7570	34.3426	14.6986	38.8134	19.4067	3.9342
	191.7770	34.3476	14.6988	38.8192	19.4096	3.9342
	191.7970	34.3525	14.6990	38.8249	19.4124	3.9342
	191.8170	34.3575	14.6986	38.8308	19.4154	3.9342
	191.8370	34.3625	14.6991	38.8367	19.4183	3.9342
	191.8570	34.3675	14.6993	38.8425	19.4212	3.9342
	191.8770	34.3725	14.6993	38.8483	19.4242	3.9342
	191.8970	34.3776	14.6996	38.8542	19.4271	3.9342
	191.9170	34.3826	14.7000	38.8601	19.4300	3.9342
	191.9370	34.3876	14.7001	38.8659	19.4330	3.9342
	191.9570	34.3927	14.7009	38.8719	19.4359	3.9342
	191.9770	34.3978	14.7016	38.8778	19.4389	3.9342
	191.9970	34.4028	14.7022	38.8837	19.4418	3.9342
	192.0170	34.4076	14.7020	38.8893	19.4446	3.9342
	192.0370	34.4126	14.7007	38.8952	19.4476	3.9342
	192.0570	34.4175	14.7001	38.9009	19.4504	3.9342
	192.0770	34.4226	14.7001	38.9068	19.4534	3.9342
	192.0970	34.4276	14.7009	38.9127	19.4563	3.9342
	192.1170	34.4326	14.7013	38.9185	19.4593	3.9342
	192.1370	34.4375	14.7014	38.9243	19.4622	3.9342
	192.1570	34.4425	14.7013	38.9301	19.4651	3.9342
	192.1770	34.4477	14.7016	38.9362	19.4681	3.9342
	192.1970	34.4525	14.7024	38.9419	19.4709	3.9342
	192.2170	34.4576	14.7022	38.9477	19.4739	3.9342
	192.2370	34.4626	14.7023	38.9536	19.4768	3.9342
	192.2570	34.4676	14.7024	38.9594	19.4797	3.9342
	192.2770	34.4726	14.7027	38.9653	19.4827	3.9342
	192.2970	34.4776	14.7033	38.9712	19.4856	3.9342
	192.3170	34.4828	14.7040	38.9772	19.4886	3.9342
	192.3370	34.4878	14.7049	38.9830	19.4915	3.9342
	192.3570	34.4926	14.7047	38.9887	19.4944	3.9342
	192.3770	34.4976	14.7032	38.9945	19.4972	3.9342
	192.3970	34.5027	14.7025	39.0004	19.5002	3.9342
	192.4170	34.5076	14.7032	39.0062	19.5031	3.9342
	192.4370	34.5127	14.7038	39.0122	19.5061	3.9342
	192.4570	34.5177	14.7044	39.0180	19.5090	3.9342
	192.4770	34.5226	14.7038	39.0238	19.5119	3.9342
	192.4970	34.5276	14.7038	39.0296	19.5148	3.9342
	192.5170	34.5325	14.7037	39.0353	19.5177	3.9342
	192.5370	34.5376	14.7034	39.0413	19.5206	3.9342
	192.5570	34.5424	14.7038	39.0469	19.5235	3.9342
	192.5770	34.5475	14.7036	39.0529	19.5264	3.9342
	192.5970	34.5525	14.7042	39.0587	19.5294	3.9342
	192.6170	34.5576	14.7046	39.0646	19.5323	3.9342
	192.6370	34.5627	14.7057	39.0706	19.5353	3.9342
	192.6570	34.5678	14.7068	39.0766	19.5383	3.9342
	192.6770	34.5728	14.7071	39.0824	19.5412	3.9342
	192.6970	34.5776	14.7066	39.0880	19.5440	3.9342
	192.7170	34.5825	14.7049	39.0938	19.5469	3.9342
	192.7370	34.5876	14.7041	39.0997	19.5498	3.9342
	192.7570	34.5926	14.7043	39.1056	19.5528	3.9342
	192.7770	34.5976	14.7053	39.1114	19.5557	3.9342
	192.7970	34.6026	14.7058	39.1172	19.5586	3.9342
	192.8170	34.6075	14.7058	39.1230	19.5615	3.9342
	192.8370	34.6125	14.7054	39.1289	19.5644	3.9342
	192.8570	34.6176	14.7058	39.1347	19.5674	3.9342
	192.8770	34.6225	14.7059	39.1406	19.5703	3.9342
	192.8970	34.6276	14.7063	39.1465	19.5732	3.9342
	192.9170	34.6326	14.7069	39.1523	19.5761	3.9342
	192.9370	34.6377	14.7069	39.1582	19.5791	3.9342
	192.9570	34.6426	14.7071	39.1640	19.5820	3.9342
	192.9770	34.6477	14.7072	39.1700	19.5850	3.9342
	192.9970	34.6528	14.7083	39.1759	19.5879	3.9342
	193.0170	34.6577	14.7085	39.1816	19.5908	3.9342
	193.0370	34.6626	14.7078	39.1874	19.5937	3.9342
	193.0570	34.6675	14.7066	39.1931	19.5965	3.9342
	193.0770	34.6726	14.7057	39.1991	19.5996	3.9342
	193.0970	34.6776	14.7067	39.2049	19.6025	3.9342
	193.1170	34.6827	14.7074	39.2108	19.6054	3.9342
	193.1370	34.6877	14.7080	39.2166	19.6083	3.9342
	193.1570	34.6926	14.7078	39.2225	19.6112	3.9342
	193.1770	34.6976	14.7075	39.2283	19.6141	3.9342
	193.1970	34.7026	14.7076	39.2341	19.6170	3.9342
	193.2170	34.7076	14.7075	39.2399	19.6200	3.9342
	193.2370	34.7126	14.7076	39.2458	19.6229	3.9342
	193.2570	34.7176	14.7082	39.2516	19.6258	3.9342
	193.2770	34.7225	14.7085	39.2574	19.6287	3.9342
	193.2970	34.7277	14.7088	39.2634	19.6317	3.9342
	193.3170	34.7326	14.7095	39.2692	19.6346	3.9342
	193.3370	34.7378	14.7099	39.2752	19.6376	3.9342
	193.3570	34.7427	14.7106	39.2810	19.6405	3.9342
	193.3770	34.7476	14.7098	39.2867	19.6433	3.9342
	193.3970	34.7526	14.7089	39.2925	19.6463	3.9342
	193.4170	34.7576	14.7086	39.2984	19.6492	3.9342
	193.4370	34.7627	14.7089	39.3044	19.6522	3.9342
	193.4570	34.7675	14.7098	39.3100	19.6550	3.9342
	193.4770	34.7725	14.7097	39.3159	19.6579	3.9342
	193.4970	34.7775	14.7097	39.3217	19.6608	3.9342
	193.5170	34.7825	14.7095	39.3275	19.6637	3.9342
	193.5370	34.7875	14.7103	39.3334	19.6667	3.9342
	193.5570	34.7925	14.7108	39.3392	19.6696	3.9342
	193.5770	34.7976	14.7110	39.3451	19.6726	3.9342
	193.5970	34.8025	14.7115	39.3509	19.6754	3.9342
	193.6170	34.8076	14.7114	39.3568	19.6784	3.9342
	193.6370	34.8127	14.7118	39.3628	19.6814	3.9342
	193.6570	34.8178	14.7122	39.3687	19.6844	3.9342
	193.6770	34.8228	14.7129	39.3746	19.6873	3.9342
	193.6970	34.8278	14.7131	39.3804	19.6902	3.9342
	193.7170	34.8326	14.7121	39.3860	19.6930	3.9342
	193.7370	34.8375	14.7106	39.3918	19.6959	3.9342
	193.7570	34.8426	14.7108	39.3977	19.6989	3.9342
	193.7770	34.8476	14.7112	39.4036	19.7018	3.9342
	193.7970	34.8526	14.7119	39.4094	19.7047	3.9342
	193.8170	34.8575	14.7122	39.4151	19.7076	3.9342
	193.8370	34.8626	14.7118	39.4211	19.7106	3.9342
	193.8570	34.8675	14.7122	39.4269	19.7134	3.9342
	193.8770	34.8725	14.7120	39.4327	19.7164	3.9342
	193.8970	34.8776	14.7123	39.4386	19.7193	3.9342
	193.9170	34.8826	14.7124	39.4445	19.7222	3.9342
	193.9370	34.8876	14.7129	39.4504	19.7252	3.9342
	193.9570	34.8925	14.7131	39.4561	19.7281	3.9342
	193.9770	34.8977	14.7130	39.4622	19.7311	3.9342
	193.9970	34.9027	14.7138	39.4680	19.7340	3.9342
	194.0170	34.9078	14.7144	39.4740	19.7370	3.9342
	194.0370	34.9127	14.7148	39.4797	19.7399	3.9342
	194.0570	34.9176	14.7137	39.4854	19.7427	3.9342
	194.0770	34.9225	14.7123	39.4912	19.7456	3.9342
	194.0970	34.9276	14.7122	39.4971	19.7485	3.9342
	194.1170	34.9327	14.7133	39.5031	19.7515	3.9342
	194.1370	34.9377	14.7145	39.5089	19.7544	3.9342
	194.1570	34.9426	14.7146	39.5147	19.7573	3.9342
	194.1770	34.9476	14.7140	39.5205	19.7603	3.9342
	194.1970	34.9527	14.7136	39.5264	19.7632	3.9342
	194.2170	34.9576	14.7138	39.5321	19.7660	3.9342
	194.2370	34.9626	14.7135	39.5380	19.7690	3.9342
	194.2570	34.9676	14.7139	39.5439	19.7719	3.9342
	194.2770	34.9726	14.7140	39.5497	19.7748	3.9342
	194.2970	34.9776	14.7143	39.5555	19.7778	3.9342
	194.3170	34.9826	14.7145	39.5614	19.7807	3.9342
	194.3370	34.9879	14.7152	39.5675	19.7838	3.9342
	194.3570	34.9928	14.7163	39.5732	19.7866	3.9342
	194.3770	34.9978	14.7161	39.5791	19.7896	3.9342
	194.3970	35.0026	14.7153	39.5848	19.7924	3.9342
	194.4170	35.0076	14.7138	39.5905	19.7953	3.9342
	194.4370	35.0126	14.7139	39.5965	19.7982	3.9342
	194.4570	35.0176	14.7147	39.6023	19.8012	3.9342
	194.4770	35.0227	14.7154	39.6082	19.8041	3.9342
	194.4970	35.0275	14.7157	39.6139	19.8069	3.9342
	194.5170	35.0326	14.7154	39.6198	19.8099	3.9342
	194.5370	35.0375	14.7155	39.6256	19.8128	3.9342
	194.5570	35.0425	14.7153	39.6314	19.8157	3.9342
	194.5770	35.0475	14.7153	39.6372	19.8186	3.9342
	194.5970	35.0526	14.7156	39.6432	19.8216	3.9342
	194.6170	35.0576	14.7160	39.6490	19.8245	3.9342
	194.6370	35.0626	14.7162	39.6548	19.8274	3.9342
	194.6570	35.0677	14.7168	39.6608	19.8304	3.9342
	194.6770	35.0728	14.7174	39.6668	19.8334	3.9342
	194.6970	35.0778	14.7181	39.6726	19.8363	3.9342
	194.7170	35.0826	14.7180	39.6782	19.8391	3.9342
	194.7370	35.0876	14.7166	39.6841	19.8420	3.9342
	194.7570	35.0925	14.7160	39.6898	19.8449	3.9342
	194.7770	35.0975	14.7160	39.6957	19.8479	3.9342
	194.7970	35.1026	14.7169	39.7016	19.8508	3.9342
	194.8170	35.1076	14.7174	39.7074	19.8537	3.9342
	194.8370	35.1125	14.7173	39.7132	19.8566	3.9342
	194.8570	35.1175	14.7170	39.7190	19.8595	3.9342
	194.8770	35.1227	14.7172	39.7251	19.8625	3.9342
	194.8970	35.1276	14.7182	39.7308	19.8654	3.9342
	194.9170	35.1326	14.7183	39.7367	19.8683	3.9342
	194.9370	35.1376	14.7183	39.7425	19.8713	3.9342
	194.9570	35.1426	14.7180	39.7484	19.8742	3.9342
	194.9770	35.1476	14.7182	39.7543	19.8771	3.9342
	194.9970	35.1527	14.7188	39.7601	19.8801	3.9342
	195.0170	35.1578	14.7195	39.7661	19.8831	3.9342
	195.0370	35.1627	14.7202	39.7719	19.8860	3.9342
	195.0570	35.1676	14.7198	39.7776	19.8888	3.9342
	195.0770	35.1725	14.7186	39.7833	19.8917	3.9342
	195.0970	35.1776	14.7176	39.7893	19.8947	3.9342
	195.1170	35.1826	14.7184	39.7951	19.8976	3.9342
	195.1370	35.1877	14.7195	39.8011	19.9006	3.9342
	195.1570	35.1927	14.7202	39.8069	19.9035	3.9342
	195.1770	35.1976	14.7194	39.8127	19.9063	3.9342
	195.1970	35.2026	14.7190	39.8186	19.9093	3.9342
	195.2170	35.2076	14.7189	39.8243	19.9121	3.9342
	195.2370	35.2126	14.7188	39.8302	19.9151	3.9342
	195.2570	35.2175	14.7191	39.8359	19.9180	3.9342
	195.2770	35.2226	14.7189	39.8419	19.9209	3.9342
	195.2970	35.2276	14.7194	39.8477	19.9238	3.9342
	195.3170	35.2326	14.7194	39.8535	19.9268	3.9342
	195.3370	35.2377	14.7201	39.8595	19.9298	3.9342
	195.3570	35.2428	14.7211	39.8655	19.9327	3.9342
	195.3770	35.2478	14.7217	39.8714	19.9357	3.9342
	195.3970	35.2526	14.7214	39.8770	19.9385	3.9342
	195.4170	35.2576	14.7201	39.8828	19.9414	3.9342
	195.4370	35.2626	14.7194	39.8887	19.9443	3.9342
	195.4570	35.2677	14.7197	39.8946	19.9473	3.9342
	195.4770	35.2726	14.7205	39.9004	19.9502	3.9342
	195.4970	35.2777	14.7204	39.9062	19.9531	3.9342
	195.5170	35.2826	14.7202	39.9120	19.9560	3.9342
	195.5370	35.2876	14.7198	39.9178	19.9589	3.9342
	195.5570	35.2925	14.7199	39.9236	19.9618	3.9342
	195.5770	35.2975	14.7197	39.9294	19.9647	3.9342
	195.5970	35.3026	14.7199	39.9354	19.9677	3.9342
	195.6170	35.3075	14.7209	39.9411	19.9706	3.9342
	195.6370	35.3126	14.7211	39.9471	19.9736	3.9342
	195.6570	35.3176	14.7216	39.9530	19.9765	3.9342
	195.6770	35.3227	14.7219	39.9589	19.9794	3.9342
	195.6970	35.3278	14.7226	39.9648	19.9824	3.9342
	195.7170	35.3327	14.7229	39.9706	19.9853	3.9342
	195.7370	35.3376	14.7223	39.9763	19.9882	3.9342
	195.7570	35.3425	14.7210	39.9820	19.9910	3.9342
	195.7770	35.3476	14.7202	39.9879	19.9940	3.9342
	195.7970	35.3526	14.7208	39.9938	19.9969	3.9342
	195.8170	35.3576	14.7216	39.9996	19.9998	3.9342
	195.8370	35.3626	14.7220	40.0055	20.0027	3.9342
	195.8570	35.3676	14.7219	40.0113	20.0057	3.9342
	195.8770	35.3726	14.7220	40.0172	20.0086	3.9342
	195.8970	35.3776	14.7223	40.0230	20.0115	3.9342
	195.9170	35.3826	14.7224	40.0289	20.0144	3.9342
	195.9370	35.3875	14.7224	40.0347	20.0173	3.9342
	195.9570	35.3926	14.7225	40.0405	20.0203	3.9342
	195.9770	35.3975	14.7225	40.0463	20.0231	3.9342
	195.9970	35.4026	14.7225	40.0523	20.0261	3.9342
	196.0170	35.4076	14.7234	40.0581	20.0290	3.9342
	196.0370	35.4127	14.7238	40.0641	20.0320	3.9342
	196.0570	35.4177	14.7245	40.0699	20.0349	3.9342
	196.0770	35.4225	14.7238	40.0755	20.0378	3.9342
	196.0970	35.4276	14.7227	40.0814	20.0407	3.9342
	196.1170	35.4325	14.7226	40.0872	20.0436	3.9342
	196.1370	35.4377	14.7230	40.0933	20.0466	3.9342
	196.1570	35.4426	14.7242	40.0990	20.0495	3.9342
	196.1770	35.4476	14.7243	40.1048	20.0524	3.9342
	196.1970	35.4525	14.7239	40.1106	20.0553	3.9342
	196.2170	35.4576	14.7237	40.1165	20.0582	3.9342
	196.2370	35.4626	14.7242	40.1223	20.0612	3.9342
	196.2570	35.4675	14.7242	40.1281	20.0641	3.9342
	196.2770	35.4726	14.7243	40.1340	20.0670	3.9342
	196.2970	35.4775	14.7247	40.1398	20.0699	3.9342
	196.3170	35.4826	14.7248	40.1457	20.0729	3.9342
	196.3370	35.4877	14.7251	40.1517	20.0758	3.9342
	196.3570	35.4928	14.7257	40.1577	20.0788	3.9342
	196.3770	35.4978	14.7268	40.1635	20.0817	3.9342
	196.3970	35.5028	14.7268	40.1693	20.0847	3.9342
	196.4170	35.5076	14.7259	40.1750	20.0875	3.9342
	196.4370	35.5126	14.7244	40.1808	20.0904	3.9342
	196.4570	35.5177	14.7243	40.1867	20.0934	3.9342
	196.4770	35.5227	14.7249	40.1926	20.0963	3.9342
	196.4970	35.5277	14.7254	40.1985	20.0992	3.9342
	196.5170	35.5325	14.7257	40.2041	20.1021	3.9342
	196.5370	35.5376	14.7251	40.2101	20.1050	3.9342
	196.5570	35.5425	14.7253	40.2158	20.1079	3.9342
	196.5770	35.5475	14.7250	40.2216	20.1108	3.9342
	196.5970	35.5526	14.7255	40.2276	20.1138	3.9342
	196.6170	35.5576	14.7259	40.2334	20.1167	3.9342
	196.6370	35.5627	14.7263	40.2393	20.1197	3.9342
	196.6570	35.5676	14.7267	40.2451	20.1225	3.9342
	196.6770	35.5728	14.7266	40.2511	20.1256	3.9342
	196.6970	35.5778	14.7273	40.2570	20.1285	3.9342
	196.7170	35.5829	14.7279	40.2629	20.1315	3.9342
	196.7370	35.5877	14.7278	40.2686	20.1343	3.9342
	196.7570	35.5926	14.7262	40.2743	20.1371	3.9342
	196.7770	35.5975	14.7248	40.2801	20.1400	3.9342
	196.7970	35.6026	14.7247	40.2860	20.1430	3.9342
	196.8170	35.6076	14.7258	40.2919	20.1459	3.9342
	196.8370	35.6126	14.7265	40.2977	20.1488	3.9342
	196.8570	35.6175	14.7265	40.3034	20.1517	3.9342
	196.8770	35.6224	14.7260	40.3092	20.1546	3.9342
	196.8970	35.6275	14.7257	40.3151	20.1576	3.9342
	196.9170	35.6324	14.7263	40.3209	20.1604	3.9342
	196.9370	35.6375	14.7263	40.3268	20.1634	3.9342
	196.9570	35.6426	14.7269	40.3327	20.1664	3.9342
	196.9770	35.6475	14.7273	40.3385	20.1693	3.9342
	196.9970	35.6526	14.7274	40.3444	20.1722	3.9342
	197.0170	35.6576	14.7276	40.3503	20.1751	3.9342
	197.0370	35.6628	14.7278	40.3563	20.1782	3.9342
	197.0570	35.6677	14.7287	40.3621	20.1810	3.9342
	197.0770	35.6727	14.7285	40.3679	20.1840	3.9342
	197.0970	35.6775	14.7277	40.3736	20.1868	3.9342
	197.1170	35.6825	14.7264	40.3794	20.1897	3.9342
	197.1370	35.6876	14.7263	40.3853	20.1927	3.9342
	197.1570	35.6926	14.7273	40.3912	20.1956	3.9342
	197.1770	35.6977	14.7282	40.3971	20.1986	3.9342
	197.1970	35.7025	14.7284	40.4028	20.2014	3.9342
	197.2170	35.7076	14.7278	40.4087	20.2044	3.9342
	197.2370	35.7126	14.7278	40.4145	20.2073	3.9342
	197.2570	35.7175	14.7276	40.4203	20.2101	3.9342
	197.2770	35.7225	14.7275	40.4261	20.2130	3.9342
	197.2970	35.7275	14.7276	40.4320	20.2160	3.9342
	197.3170	35.7325	14.7281	40.4378	20.2189	3.9342
	197.3370	35.7376	14.7282	40.4438	20.2219	3.9342
	197.3570	35.7427	14.7288	40.4497	20.2249	3.9342
	197.3770	35.7478	14.7295	40.4557	20.2278	3.9342
	197.3970	35.7528	14.7306	40.4616	20.2308	3.9342
	197.4170	35.7576	14.7309	40.4672	20.2336	3.9342
	197.4370	35.7627	14.7292	40.4731	20.2365	3.9342
	197.4570	35.7676	14.7283	40.4788	20.2394	3.9342
	197.4770	35.7726	14.7279	40.4847	20.2423	3.9342
	197.4970	35.7776	14.7288	40.4906	20.2453	3.9342
	197.5170	35.7826	14.7295	40.4964	20.2482	3.9342
	197.5370	35.7875	14.7293	40.5021	20.2511	3.9342
	197.5570	35.7925	14.7289	40.5079	20.2540	3.9342
	197.5770	35.7976	14.7291	40.5139	20.2570	3.9342
	197.5970	35.8025	14.7299	40.5197	20.2598	3.9342
	197.6170	35.8076	14.7298	40.5255	20.2628	3.9342
	197.6370	35.8126	14.7302	40.5315	20.2658	3.9342
	197.6570	35.8176	14.7305	40.5373	20.2687	3.9342
	197.6770	35.8227	14.7306	40.5432	20.2716	3.9342
	197.6970	35.8277	14.7306	40.5491	20.2745	3.9342
	197.7170	35.8328	14.7311	40.5551	20.2775	3.9342
	197.7370	35.8378	14.7317	40.5609	20.2804	3.9342
	197.7570	35.8427	14.7315	40.5666	20.2833	3.9342
	197.7770	35.8475	14.7302	40.5723	20.2861	3.9342
	197.7970	35.8526	14.7293	40.5782	20.2891	3.9342
	197.8170	35.8575	14.7299	40.5839	20.2920	3.9342
	197.8370	35.8627	14.7303	40.5899	20.2950	3.9342
	197.8570	35.8676	14.7313	40.5958	20.2979	3.9342
	197.8770	35.8726	14.7312	40.6016	20.3008	3.9342
	197.8970	35.8777	14.7314	40.6075	20.3038	3.9342
	197.9170	35.8826	14.7315	40.6133	20.3066	3.9342
	197.9370	35.8877	14.7311	40.6192	20.3096	3.9342
	197.9570	35.8925	14.7309	40.6249	20.3124	3.9342
	197.9770	35.8976	14.7305	40.6308	20.3154	3.9342
	197.9970	35.9026	14.7310	40.6366	20.3183	3.9342
	198.0170	35.9076	14.7311	40.6425	20.3213	3.9342
	198.0370	35.9127	14.7318	40.6484	20.3242	3.9342
	198.0570	35.9177	14.7324	40.6543	20.3272	3.9342
	198.0770	35.9228	14.7327	40.6602	20.3301	3.9342
	198.0970	35.9276	14.7325	40.6659	20.3329	3.9342
	198.1170	35.9326	14.7312	40.6717	20.3358	3.9342
	198.1370	35.9376	14.7305	40.6776	20.3388	3.9342
	198.1570	35.9427	14.7307	40.6835	20.3417	3.9342
	198.1770	35.9477	14.7314	40.6893	20.3447	3.9342
	198.1970	35.9527	14.7316	40.6952	20.3476	3.9342
	198.2170	35.9576	14.7313	40.7009	20.3505	3.9342
	198.2370	35.9626	14.7309	40.7068	20.3534	3.9342
	198.2570	35.9676	14.7311	40.7126	20.3563	3.9342
	198.2770	35.9725	14.7312	40.7184	20.3592	3.9342
	198.2970	35.9776	14.7314	40.7243	20.3622	3.9342
	198.3170	35.9825	14.7320	40.7300	20.3650	3.9342
	198.3370	35.9877	14.7318	40.7360	20.3680	3.9342
