X_element,C_wt%,Cr_wt%,N_wt%,Ni_wt%,Mo_wt%,Fe_wt% (balance),PREN,Strength_proxy_MPa,Cost_proxy_$_per_kg,Service_T_C (info),Mn_wt%,Si_wt%
Mn,0.08,27.0,0.05,10.5,,56.370000000000005,27.8,418.8698870620412,4.105678999999999,20,6.0,
Mn,0.08,27.0,0.05,10.5,,55.870000000000005,27.8,421.37038741237154,4.114679,20,6.5,
Mn,0.08,27.0,0.05,10.5,,55.370000000000005,27.8,423.7764262690765,4.123679,20,7.0,
Mn,0.08,27.0,0.05,10.5,,54.870000000000005,27.8,426.0979631806075,4.1326789999999995,20,7.5,
Mn,0.08,27.0,0.05,10.5,,54.370000000000005,27.8,428.3433216111165,4.141679,20,8.0,
Mn,0.08,27.0,0.05,10.5,,53.870000000000005,27.8,430.519542178028,4.150679,20,8.5,
Mn,0.08,27.0,0.05,10.5,,53.370000000000005,27.8,432.63264349246174,4.159679,20,9.0,
Mn,0.08,27.0,0.05,10.5,,52.870000000000005,27.8,434.687818529574,4.168679,20,9.5,
Mn,0.08,27.0,0.05,10.5,,52.370000000000005,27.8,436.6895849966712,4.1776789999999995,20,10.0,
Mn,0.08,27.0,0.1,9.5,,63.32,28.6,371.1411508261075,3.8587540000000002,20,0.0,
Mn,0.08,27.0,0.1,9.5,,62.82,28.6,388.8188203557712,3.867754,20,0.5,
Mn,0.08,27.0,0.1,9.5,,62.32,28.6,396.1411508261075,3.876754,20,1.0,
Mn,0.08,27.0,0.1,9.5,,61.82,28.6,401.75977261089724,3.8857540000000004,20,1.5,
Mn,0.08,27.0,0.1,9.5,,61.32,28.6,406.49648988543487,3.8947540000000003,20,2.0,
Mn,0.08,27.0,0.1,9.5,,60.82,28.6,410.66962157821223,3.903754,20,2.5,
Mn,0.08,27.0,0.1,9.5,,60.32,28.6,414.44242101532944,3.912754,20,3.0,
Mn,0.08,27.0,0.1,9.5,,59.82,28.6,417.91186816078175,3.9217540000000004,20,3.5,
Mn,0.08,27.0,0.1,9.5,,59.32,28.6,421.1411508261075,3.9307540000000003,20,4.0,
Mn,0.08,27.0,0.1,9.5,,58.82,28.6,424.17415941509853,3.939754,20,4.5,
Mn,0.08,27.0,0.1,9.5,,58.32,28.6,427.04285026360225,3.948754,20,5.0,
Mn,0.08,27.0,0.1,9.5,,57.82,28.6,429.7713478239004,3.9577540000000004,20,5.5,
Mn,0.08,27.0,0.1,9.5,,57.32,28.6,432.37839439568694,3.9667540000000003,20,6.0,
Mn,0.08,27.0,0.1,9.5,,56.82,28.6,434.8788947460173,3.9757540000000002,20,6.5,
Mn,0.08,27.0,0.1,9.5,,56.32,28.6,437.2849336027223,3.984754,20,7.0,
Mn,0.08,27.0,0.1,9.5,,55.82,28.6,439.60647051425326,3.993754,20,7.5,
Mn,0.08,27.0,0.1,9.5,,55.32,28.6,441.85182894476225,4.002754,20,8.0,
Mn,0.08,27.0,0.1,9.5,,54.82,28.6,444.02804951167377,4.011754,20,8.5,
Mn,0.08,27.0,0.1,9.5,,54.32,28.6,446.1411508261075,4.020754,20,9.0,
Mn,0.08,27.0,0.1,9.5,,53.82,28.6,448.1963258632197,4.0297540000000005,20,9.5,
Mn,0.08,27.0,0.1,9.5,,53.32,28.6,450.19809233031697,4.038754,20,10.0,
Mn,0.08,27.0,0.1,10.0,,62.82,28.6,372.7425639997853,3.9282540000000004,20,0.0,
Mn,0.08,27.0,0.1,10.0,,62.32,28.6,390.420233529449,3.9372540000000003,20,0.5,
Mn,0.08,27.0,0.1,10.0,,61.82,28.6,397.7425639997853,3.946254,20,1.0,
Mn,0.08,27.0,0.1,10.0,,61.32,28.6,403.361185784575,3.9552540000000005,20,1.5,
Mn,0.08,27.0,0.1,10.0,,60.82,28.6,408.0979030591127,3.9642540000000004,20,2.0,
Mn,0.08,27.0,0.1,10.0,,60.32,28.6,412.27103475189006,3.9732540000000003,20,2.5,
Mn,0.08,27.0,0.1,10.0,,59.82,28.6,416.04383418900727,3.982254,20,3.0,
Mn,0.08,27.0,0.1,10.0,,59.32,28.6,419.5132813344596,3.9912540000000005,20,3.5,
Mn,0.08,27.0,0.1,10.0,,58.82,28.6,422.7425639997853,4.000254,20,4.0,
Mn,0.08,27.0,0.1,10.0,,58.32,28.6,425.77557258877636,4.009254,20,4.5,
Mn,0.08,27.0,0.1,10.0,,57.82,28.6,428.6442634372801,4.018254000000001,20,5.0,
Mn,0.08,27.0,0.1,10.0,,57.32,28.6,431.3727609975782,4.027254,20,5.5,
Mn,0.08,27.0,0.1,10.0,,56.82,28.6,433.97980756936477,4.0362540000000005,20,6.0,
Mn,0.08,27.0,0.1,10.0,,56.32,28.6,436.4803079196951,4.045254000000001,20,6.5,
Mn,0.08,27.0,0.1,10.0,,55.82,28.6,438.8863467764001,4.054254,20,7.0,
Mn,0.08,27.0,0.1,10.0,,55.32,28.6,441.2078836879311,4.063254000000001,20,7.5,
Mn,0.08,27.0,0.1,10.0,,54.82,28.6,443.4532421184401,4.072254,20,8.0,
Mn,0.08,27.0,0.1,10.0,,54.32,28.6,445.6294626853516,4.081254,20,8.5,
Mn,0.08,27.0,0.1,10.0,,53.82,28.6,447.7425639997853,4.090254000000001,20,9.0,
Mn,0.08,27.0,0.1,10.0,,53.32,28.6,449.7977390368975,4.099254,20,9.5,
Mn,0.08,27.0,0.1,10.0,,52.82,28.6,451.7995055039948,4.1082540000000005,20,10.0,
Mn,0.08,27.0,0.1,10.5,,62.32,28.6,374.30441778049635,3.9977540000000005,20,0.0,
Mn,0.08,27.0,0.1,10.5,,61.82,28.6,391.98208731016007,4.006754000000001,20,0.5,
Mn,0.08,27.0,0.1,10.5,,61.32,28.6,399.30441778049635,4.015754,20,1.0,
Mn,0.08,27.0,0.1,10.5,,60.82,28.6,404.9230395652861,4.024754000000001,20,1.5,
Mn,0.08,27.0,0.1,10.5,,60.32,28.6,409.65975683982373,4.033754,20,2.0,
Mn,0.08,27.0,0.1,10.5,,59.82,28.6,413.8328885326011,4.042754,20,2.5,
Mn,0.08,27.0,0.1,10.5,,59.32,28.6,417.6056879697183,4.051754000000001,20,3.0,
Mn,0.08,27.0,0.1,10.5,,58.82,28.6,421.0751351151706,4.060754,20,3.5,
Mn,0.08,27.0,0.1,10.5,,58.32,28.6,424.30441778049635,4.0697540000000005,20,4.0,
Mn,0.08,27.0,0.1,10.5,,57.82,28.6,427.3374263694874,4.078754000000001,20,4.5,
Mn,0.08,27.0,0.1,10.5,,57.32,28.6,430.2061172179911,4.087754,20,5.0,
Mn,0.08,27.0,0.1,10.5,,56.82,28.6,432.93461477828924,4.096754000000001,20,5.5,
Mn,0.08,27.0,0.1,10.5,,56.32,28.6,435.5416613500758,4.105754,20,6.0,
Mn,0.08,27.0,0.1,10.5,,55.82,28.6,438.04216170040615,4.1147540000000005,20,6.5,
Mn,0.08,27.0,0.1,10.5,,55.32,28.6,440.44820055711114,4.123754000000001,20,7.0,
Mn,0.08,27.0,0.1,10.5,,54.82,28.6,442.7697374686421,4.132754,20,7.5,
Mn,0.08,27.0,0.1,10.5,,54.32,28.6,445.0150958991511,4.141754000000001,20,8.0,
Mn,0.08,27.0,0.1,10.5,,53.82,28.6,447.19131646606263,4.150754000000001,20,8.5,
Mn,0.08,27.0,0.1,10.5,,53.32,28.6,449.30441778049635,4.159754,20,9.0,
Mn,0.08,27.0,0.1,10.5,,52.82,28.6,451.3595928176086,4.168754000000001,20,9.5,
Mn,0.08,27.0,0.1,10.5,,52.32,28.6,453.3613592847058,4.177754,20,10.0,
Mn,0.08,27.0,0.15,9.5,,63.27,29.4,383.93385317481017,3.858829,20,0.0,
Mn,0.08,27.0,0.15,9.5,,62.77,29.4,401.6115227044738,3.867829,20,0.5,
Mn,0.08,27.0,0.15,9.5,,62.27,29.4,408.93385317481017,3.876829,20,1.0,
Mn,0.08,27.0,0.15,9.5,,61.77,29.4,414.55247495959986,3.885829,20,1.5,
Mn,0.08,27.0,0.15,9.5,,61.27,29.4,419.28919223413754,3.894829,20,2.0,
Mn,0.08,27.0,0.15,9.5,,60.77,29.4,423.4623239269149,3.903829,20,2.5,
Mn,0.08,27.0,0.15,9.5,,60.27,29.4,427.2351233640321,3.912829,20,3.0,
Mn,0.08,27.0,0.15,9.5,,59.77,29.4,430.7045705094844,3.9218290000000002,20,3.5,
Mn,0.08,27.0,0.15,9.5,,59.27,29.4,433.93385317481017,3.930829,20,4.0,
Mn,0.08,27.0,0.15,9.5,,58.77,29.4,436.9668617638012,3.939829,20,4.5,
Mn,0.08,27.0,0.15,9.5,,58.27,29.4,439.8355526123049,3.948829,20,5.0,
Mn,0.08,27.0,0.15,9.5,,57.77,29.4,442.56405017260306,3.9578290000000003,20,5.5,
Mn,0.08,27.0,0.15,9.5,,57.27,29.4,445.1710967443896,3.966829,20,6.0,
Mn,0.08,27.0,0.15,9.5,,56.77,29.4,447.67159709471997,3.975829,20,6.5,
Mn,0.08,27.0,0.15,9.5,,56.27,29.4,450.07763595142495,3.984829,20,7.0,
Mn,0.08,27.0,0.15,9.5,,55.77,29.4,452.39917286295594,3.993829,20,7.5,
Mn,0.08,27.0,0.15,9.5,,55.27,29.4,454.6445312934649,4.002829,20,8.0,
Mn,0.08,27.0,0.15,9.5,,54.77,29.4,456.82075186037645,4.0118290000000005,20,8.5,
Mn,0.08,27.0,0.15,9.5,,54.27,29.4,458.93385317481017,4.020829,20,9.0,
Mn,0.08,27.0,0.15,9.5,,53.77,29.4,460.98902821192235,4.029829,20,9.5,
Mn,0.08,27.0,0.15,9.5,,53.27,29.4,462.99079467901964,4.038829,20,10.0,
Mn,0.08,27.0,0.15,10.0,,62.77,29.4,385.535266348488,3.928329,20,0.0,
Mn,0.08,27.0,0.15,10.0,,62.27,29.4,403.2129358781517,3.937329,20,0.5,
Mn,0.08,27.0,0.15,10.0,,61.77,29.4,410.535266348488,3.946329,20,1.0,
Mn,0.08,27.0,0.15,10.0,,61.27,29.4,416.15388813327775,3.9553290000000003,20,1.5,
Mn,0.08,27.0,0.15,10.0,,60.77,29.4,420.89060540781537,3.964329,20,2.0,
Mn,0.08,27.0,0.15,10.0,,60.27,29.4,425.06373710059273,3.973329,20,2.5,
Mn,0.08,27.0,0.15,10.0,,59.77,29.4,428.83653653770995,3.982329,20,3.0,
Mn,0.08,27.0,0.15,10.0,,59.27,29.4,432.30598368316225,3.9913290000000003,20,3.5,
Mn,0.08,27.0,0.15,10.0,,58.77,29.4,435.535266348488,4.000329,20,4.0,
Mn,0.08,27.0,0.15,10.0,,58.27,29.4,438.56827493747903,4.009329,20,4.5,
Mn,0.08,27.0,0.15,10.0,,57.77,29.4,441.43696578598275,4.0183290000000005,20,5.0,
Mn,0.08,27.0,0.15,10.0,,57.27,29.4,444.1654633462809,4.027329,20,5.5,
Mn,0.08,27.0,0.15,10.0,,56.77,29.4,446.77250991806744,4.036329,20,6.0,
Mn,0.08,27.0,0.15,10.0,,56.27,29.4,449.2730102683978,4.045329000000001,20,6.5,
Mn,0.08,27.0,0.15,10.0,,55.77,29.4,451.6790491251028,4.054329,20,7.0,
Mn,0.08,27.0,0.15,10.0,,55.27,29.4,454.00058603663376,4.063329,20,7.5,
Mn,0.08,27.0,0.15,10.0,,54.77,29.4,456.24594446714275,4.072329,20,8.0,
Mn,0.08,27.0,0.15,10.0,,54.27,29.4,458.4221650340543,4.081329,20,8.5,
Mn,0.08,27.0,0.15,10.0,,53.77,29.4,460.535266348488,4.0903290000000005,20,9.0,
Mn,0.08,27.0,0.15,10.0,,53.27,29.4,462.59044138560023,4.099329,20,9.5,
Mn,0.08,27.0,0.15,10.0,,52.77,29.4,464.59220785269747,4.108329,20,10.0,
Mn,0.08,27.0,0.15,10.5,,62.27,29.4,387.09712012919897,3.9978290000000003,20,0.0,
Mn,0.08,27.0,0.15,10.5,,61.77,29.4,404.7747896588627,4.006829000000001,20,0.5,
Mn,0.08,27.0,0.15,10.5,,61.27,29.4,412.09712012919897,4.015829,20,1.0,
Mn,0.08,27.0,0.15,10.5,,60.77,29.4,417.7157419139887,4.024829,20,1.5,
Mn,0.08,27.0,0.15,10.5,,60.27,29.4,422.45245918852635,4.033829,20,2.0,
Mn,0.08,27.0,0.15,10.5,,59.77,29.4,426.6255908813037,4.042829,20,2.5,
Mn,0.08,27.0,0.15,10.5,,59.27,29.4,430.3983903184209,4.051829000000001,20,3.0,
Mn,0.08,27.0,0.15,10.5,,58.77,29.4,433.86783746387323,4.060829,20,3.5,
Mn,0.08,27.0,0.15,10.5,,58.27,29.4,437.09712012919897,4.069829,20,4.0,
Mn,0.08,27.0,0.15,10.5,,57.77,29.4,440.13012871819,4.078829000000001,20,4.5,
Mn,0.08,27.0,0.15,10.5,,57.27,29.4,442.9988195666937,4.087829,20,5.0,
Mn,0.08,27.0,0.15,10.5,,56.77,29.4,445.72731712699186,4.0968290000000005,20,5.5,
Mn,0.08,27.0,0.15,10.5,,56.27,29.4,448.3343636987784,4.105829,20,6.0,
Mn,0.08,27.0,0.15,10.5,,55.77,29.4,450.8348640491088,4.114829,20,6.5,
Mn,0.08,27.0,0.15,10.5,,55.27,29.4,453.24090290581375,4.123829000000001,20,7.0,
Mn,0.08,27.0,0.15,10.5,,54.77,29.4,455.56243981734474,4.132829,20,7.5,
Mn,0.08,27.0,0.15,10.5,,54.27,29.4,457.8077982478537,4.141829,20,8.0,
Mn,0.08,27.0,0.15,10.5,,53.77,29.4,459.98401881476525,4.150829,20,8.5,
Mn,0.08,27.0,0.15,10.5,,53.27,29.4,462.09712012919897,4.159829,20,9.0,
Mn,0.08,27.0,0.15,10.5,,52.77,29.4,464.1522951663112,4.168829000000001,20,9.5,
Mn,0.08,27.0,0.15,10.5,,52.27,29.4,466.15406163340845,4.177829,20,10.0,
Mn,0.08,27.5,0.0,9.5,,62.92,27.5,315.89636657812105,3.9056040000000003,20,0.0,
Mn,0.08,27.5,0.0,9.5,,62.42,27.5,333.57403610778476,3.914604,20,0.5,
Mn,0.08,27.5,0.0,9.5,,61.92,27.5,340.89636657812105,3.923604,20,1.0,
Mn,0.08,27.5,0.0,9.5,,61.42,27.5,346.5149883629108,3.9326040000000004,20,1.5,
Mn,0.08,27.5,0.0,9.5,,60.92,27.5,351.2517056374484,3.9416040000000003,20,2.0,
Mn,0.08,27.5,0.0,9.5,,60.42,27.5,355.4248373302258,3.9506040000000002,20,2.5,
Mn,0.08,27.5,0.0,9.5,,59.92,27.5,359.197636767343,3.959604,20,3.0,
Mn,0.08,27.5,0.0,9.5,,59.42,27.5,362.6670839127953,3.9686040000000005,20,3.5,
Mn,0.08,27.5,0.0,9.5,,58.92,27.5,365.89636657812105,3.9776040000000004,20,4.0,
Mn,0.08,27.5,0.0,9.5,,58.42,27.5,368.9293751671121,3.9866040000000003,20,4.5,
Mn,0.08,27.5,0.0,9.5,,57.92,27.5,371.7980660156158,3.995604,20,5.0,
Mn,0.08,27.5,0.0,9.5,,57.42,27.5,374.52656357591394,4.0046040000000005,20,5.5,
Mn,0.08,27.5,0.0,9.5,,56.92,27.5,377.1336101477005,4.013604,20,6.0,
Mn,0.08,27.5,0.0,9.5,,56.42,27.5,379.63411049803085,4.022604,20,6.5,
Mn,0.08,27.5,0.0,9.5,,55.92,27.5,382.04014935473583,4.031604000000001,20,7.0,
Mn,0.08,27.5,0.0,9.5,,55.42,27.5,384.3616862662668,4.040604,20,7.5,
Mn,0.08,27.5,0.0,9.5,,54.92,27.5,386.6070446967758,4.049604,20,8.0,
Mn,0.08,27.5,0.0,9.5,,54.42,27.5,388.7832652636873,4.058604000000001,20,8.5,
Mn,0.08,27.5,0.0,9.5,,53.92,27.5,390.89636657812105,4.067604,20,9.0,
Mn,0.08,27.5,0.0,9.5,,53.42,27.5,392.9515416152333,4.076604000000001,20,9.5,
Mn,0.08,27.5,0.0,9.5,,52.92,27.5,394.9533080823305,4.085604,20,10.0,
Mn,0.08,27.5,0.0,10.0,,62.42,27.5,317.4977797517989,3.9751040000000004,20,0.0,
Mn,0.08,27.5,0.0,10.0,,61.92,27.5,335.17544928146253,3.9841040000000003,20,0.5,
Mn,0.08,27.5,0.0,10.0,,61.42,27.5,342.4977797517989,3.993104,20,1.0,
Mn,0.08,27.5,0.0,10.0,,60.92,27.5,348.11640153658857,4.002104,20,1.5,
Mn,0.08,27.5,0.0,10.0,,60.42,27.5,352.85311881112625,4.0111040000000004,20,2.0,
Mn,0.08,27.5,0.0,10.0,,59.92,27.5,357.0262505039036,4.020104000000001,20,2.5,
Mn,0.08,27.5,0.0,10.0,,59.42,27.5,360.7990499410208,4.029104,20,3.0,
Mn,0.08,27.5,0.0,10.0,,58.92,27.5,364.26849708647313,4.038104000000001,20,3.5,
Mn,0.08,27.5,0.0,10.0,,58.42,27.5,367.4977797517989,4.047104,20,4.0,
Mn,0.08,27.5,0.0,10.0,,57.92,27.5,370.5307883407899,4.056104,20,4.5,
Mn,0.08,27.5,0.0,10.0,,57.42,27.5,373.39947918929363,4.065104000000001,20,5.0,
Mn,0.08,27.5,0.0,10.0,,56.92,27.5,376.12797674959177,4.074104,20,5.5,
Mn,0.08,27.5,0.0,10.0,,56.42,27.5,378.7350233213783,4.0831040000000005,20,6.0,
Mn,0.08,27.5,0.0,10.0,,55.92,27.5,381.2355236717087,4.092104000000001,20,6.5,
Mn,0.08,27.5,0.0,10.0,,55.42,27.5,383.64156252841366,4.101104,20,7.0,
Mn,0.08,27.5,0.0,10.0,,54.92,27.5,385.96309943994464,4.110104000000001,20,7.5,
Mn,0.08,27.5,0.0,10.0,,54.42,27.5,388.2084578704536,4.119104,20,8.0,
Mn,0.08,27.5,0.0,10.0,,53.92,27.5,390.38467843736515,4.128104,20,8.5,
Mn,0.08,27.5,0.0,10.0,,53.42,27.5,392.4977797517989,4.137104000000001,20,9.0,
Mn,0.08,27.5,0.0,10.0,,52.92,27.5,394.55295478891105,4.146104,20,9.5,
Mn,0.08,27.5,0.0,10.0,,52.42,27.5,396.55472125600835,4.155104000000001,20,10.0,
Mn,0.08,27.5,0.0,10.5,,61.92,27.5,319.0596335325099,4.0446040000000005,20,0.0,
Mn,0.08,27.5,0.0,10.5,,61.42,27.5,336.7373030621736,4.053604000000001,20,0.5,
Mn,0.08,27.5,0.0,10.5,,60.92,27.5,344.0596335325099,4.062604,20,1.0,
Mn,0.08,27.5,0.0,10.5,,60.42,27.5,349.67825531729966,4.071604000000001,20,1.5,
Mn,0.08,27.5,0.0,10.5,,59.92,27.5,354.4149725918373,4.080604,20,2.0,
Mn,0.08,27.5,0.0,10.5,,59.42,27.5,358.58810428461464,4.0896040000000005,20,2.5,
Mn,0.08,27.5,0.0,10.5,,58.92,27.5,362.36090372173186,4.098604000000001,20,3.0,
Mn,0.08,27.5,0.0,10.5,,58.42,27.5,365.83035086718417,4.107604,20,3.5,
Mn,0.08,27.5,0.0,10.5,,57.92,27.5,369.0596335325099,4.116604000000001,20,4.0,
Mn,0.08,27.5,0.0,10.5,,57.42,27.5,372.09264212150094,4.125604000000001,20,4.5,
Mn,0.08,27.5,0.0,10.5,,56.92,27.5,374.96133297000466,4.134604,20,5.0,
Mn,0.08,27.5,0.0,10.5,,56.42,27.5,377.6898305303028,4.143604000000001,20,5.5,
Mn,0.08,27.5,0.0,10.5,,55.92,27.5,380.29687710208935,4.152604,20,6.0,
Mn,0.08,27.5,0.0,10.5,,55.42,27.5,382.7973774524197,4.1616040000000005,20,6.5,
Mn,0.08,27.5,0.0,10.5,,54.92,27.5,385.2034163091247,4.170604000000001,20,7.0,
Mn,0.08,27.5,0.0,10.5,,54.42,27.5,387.5249532206557,4.179604,20,7.5,
Mn,0.08,27.5,0.0,10.5,,53.92,27.5,389.77031165116466,4.188604000000001,20,8.0,
Mn,0.08,27.5,0.0,10.5,,53.42,27.5,391.9465322180762,4.197604,20,8.5,
Mn,0.08,27.5,0.0,10.5,,52.92,27.5,394.0596335325099,4.2066040000000005,20,9.0,
Mn,0.08,27.5,0.0,10.5,,52.42,27.5,396.11480856962214,4.215604000000001,20,9.5,
Mn,0.08,27.5,0.0,10.5,,51.92,27.5,398.1165750367194,4.224604,20,10.0,
Mn,0.08,27.5,0.05,9.5,,62.870000000000005,28.3,356.1455901731173,3.905679,20,0.0,
Mn,0.08,27.5,0.05,9.5,,62.370000000000005,28.3,373.823259702781,3.914679,20,0.5,
Mn,0.08,27.5,0.05,9.5,,61.870000000000005,28.3,381.1455901731173,3.923679,20,1.0,
Mn,0.08,27.5,0.05,9.5,,61.370000000000005,28.3,386.76421195790704,3.9326790000000003,20,1.5,
Mn,0.08,27.5,0.05,9.5,,60.870000000000005,28.3,391.50092923244466,3.941679,20,2.0,
Mn,0.08,27.5,0.05,9.5,,60.370000000000005,28.3,395.674060925222,3.950679,20,2.5,
Mn,0.08,27.5,0.05,9.5,,59.870000000000005,28.3,399.44686036233924,3.959679,20,3.0,
Mn,0.08,27.5,0.05,9.5,,59.370000000000005,28.3,402.91630750779154,3.9686790000000003,20,3.5,
Mn,0.08,27.5,0.05,9.5,,58.870000000000005,28.3,406.1455901731173,3.977679,20,4.0,
Mn,0.08,27.5,0.05,9.5,,58.370000000000005,28.3,409.1785987621083,3.986679,20,4.5,
Mn,0.08,27.5,0.05,9.5,,57.870000000000005,28.3,412.04728961061204,3.995679,20,5.0,
Mn,0.08,27.5,0.05,9.5,,57.370000000000005,28.3,414.7757871709102,4.004679,20,5.5,
Mn,0.08,27.5,0.05,9.5,,56.870000000000005,28.3,417.38283374269673,4.013679,20,6.0,
Mn,0.08,27.5,0.05,9.5,,56.370000000000005,28.3,419.8833340930271,4.022679,20,6.5,
Mn,0.08,27.5,0.05,9.5,,55.870000000000005,28.3,422.28937294973207,4.0316790000000005,20,7.0,
Mn,0.08,27.5,0.05,9.5,,55.370000000000005,28.3,424.61090986126305,4.040679,20,7.5,
Mn,0.08,27.5,0.05,9.5,,54.870000000000005,28.3,426.85626829177204,4.049679,20,8.0,
Mn,0.08,27.5,0.05,9.5,,54.370000000000005,28.3,429.03248885868356,4.058679,20,8.5,
Mn,0.08,27.5,0.05,9.5,,53.870000000000005,28.3,431.1455901731173,4.067679,20,9.0,
Mn,0.08,27.5,0.05,9.5,,53.370000000000005,28.3,433.2007652102295,4.076679,20,9.5,
Mn,0.08,27.5,0.05,9.5,,52.870000000000005,28.3,435.20253167732676,4.085679,20,10.0,
Mn,0.08,27.5,0.05,10.0,,62.370000000000005,28.3,357.7470033467951,3.9751790000000002,20,0.0,
Mn,0.08,27.5,0.05,10.0,,61.870000000000005,28.3,375.42467287645877,3.984179,20,0.5,
Mn,0.08,27.5,0.05,10.0,,61.370000000000005,28.3,382.7470033467951,3.993179,20,1.0,
Mn,0.08,27.5,0.05,10.0,,60.870000000000005,28.3,388.3656251315848,4.002179,20,1.5,
Mn,0.08,27.5,0.05,10.0,,60.370000000000005,28.3,393.1023424061225,4.011179,20,2.0,
Mn,0.08,27.5,0.05,10.0,,59.870000000000005,28.3,397.27547409889985,4.020179000000001,20,2.5,
Mn,0.08,27.5,0.05,10.0,,59.370000000000005,28.3,401.04827353601706,4.029179,20,3.0,
Mn,0.08,27.5,0.05,10.0,,58.870000000000005,28.3,404.51772068146937,4.038179,20,3.5,
Mn,0.08,27.5,0.05,10.0,,58.370000000000005,28.3,407.7470033467951,4.047179,20,4.0,
Mn,0.08,27.5,0.05,10.0,,57.870000000000005,28.3,410.78001193578615,4.056179,20,4.5,
Mn,0.08,27.5,0.05,10.0,,57.370000000000005,28.3,413.64870278428987,4.0651790000000005,20,5.0,
Mn,0.08,27.5,0.05,10.0,,56.870000000000005,28.3,416.377200344588,4.074179,20,5.5,
Mn,0.08,27.5,0.05,10.0,,56.370000000000005,28.3,418.98424691637456,4.083179,20,6.0,
Mn,0.08,27.5,0.05,10.0,,55.870000000000005,28.3,421.4847472667049,4.092179000000001,20,6.5,
Mn,0.08,27.5,0.05,10.0,,55.370000000000005,28.3,423.8907861234099,4.101179,20,7.0,
Mn,0.08,27.5,0.05,10.0,,54.870000000000005,28.3,426.2123230349409,4.1101790000000005,20,7.5,
Mn,0.08,27.5,0.05,10.0,,54.370000000000005,28.3,428.45768146544987,4.119179,20,8.0,
Mn,0.08,27.5,0.05,10.0,,53.870000000000005,28.3,430.6339020323614,4.128179,20,8.5,
Mn,0.08,27.5,0.05,10.0,,53.370000000000005,28.3,432.7470033467951,4.137179000000001,20,9.0,
Mn,0.08,27.5,0.05,10.0,,52.870000000000005,28.3,434.8021783839073,4.146179,20,9.5,
Mn,0.08,27.5,0.05,10.0,,52.370000000000005,28.3,436.8039448510046,4.155179,20,10.0,
Mn,0.08,27.5,0.05,10.5,,61.870000000000005,28.3,359.30885712750614,4.044679,20,0.0,
Mn,0.08,27.5,0.05,10.5,,61.370000000000005,28.3,376.98652665716986,4.053679000000001,20,0.5,
Mn,0.08,27.5,0.05,10.5,,60.870000000000005,28.3,384.30885712750614,4.062679,20,1.0,
Mn,0.08,27.5,0.05,10.5,,60.370000000000005,28.3,389.9274789122959,4.0716790000000005,20,1.5,
Mn,0.08,27.5,0.05,10.5,,59.870000000000005,28.3,394.6641961868335,4.080679,20,2.0,
Mn,0.08,27.5,0.05,10.5,,59.370000000000005,28.3,398.8373278796109,4.089679,20,2.5,
Mn,0.08,27.5,0.05,10.5,,58.870000000000005,28.3,402.6101273167281,4.098679000000001,20,3.0,
Mn,0.08,27.5,0.05,10.5,,58.370000000000005,28.3,406.0795744621804,4.107679,20,3.5,
Mn,0.08,27.5,0.05,10.5,,57.870000000000005,28.3,409.30885712750614,4.116679,20,4.0,
Mn,0.08,27.5,0.05,10.5,,57.370000000000005,28.3,412.3418657164972,4.125679000000001,20,4.5,
Mn,0.08,27.5,0.05,10.5,,56.870000000000005,28.3,415.2105565650009,4.134679,20,5.0,
Mn,0.08,27.5,0.05,10.5,,56.370000000000005,28.3,417.93905412529904,4.143679000000001,20,5.5,
Mn,0.08,27.5,0.05,10.5,,55.870000000000005,28.3,420.5461006970856,4.152679,20,6.0,
Mn,0.08,27.5,0.05,10.5,,55.370000000000005,28.3,423.04660104741595,4.161679,20,6.5,
Mn,0.08,27.5,0.05,10.5,,54.870000000000005,28.3,425.45263990412093,4.170679000000001,20,7.0,
Mn,0.08,27.5,0.05,10.5,,54.370000000000005,28.3,427.7741768156519,4.179679,20,7.5,
Mn,0.08,27.5,0.05,10.5,,53.870000000000005,28.3,430.0195352461609,4.1886790000000005,20,8.0,
Mn,0.08,27.5,0.05,10.5,,53.370000000000005,28.3,432.1957558130724,4.197679000000001,20,8.5,
Mn,0.08,27.5,0.05,10.5,,52.870000000000005,28.3,434.30885712750614,4.206679,20,9.0,
Mn,0.08,27.5,0.05,10.5,,52.370000000000005,28.3,436.3640321646184,4.215679000000001,20,9.5,
Mn,0.08,27.5,0.05,10.5,,51.870000000000005,28.3,438.3657986317156,4.224679,20,10.0,
Mn,0.08,27.5,0.1,9.5,,62.82,29.1,372.8173644611519,3.9057540000000004,20,0.0,
Mn,0.08,27.5,0.1,9.5,,62.32,29.1,390.4950339908156,3.9147540000000003,20,0.5,
Mn,0.08,27.5,0.1,9.5,,61.82,29.1,397.8173644611519,3.923754,20,1.0,
Mn,0.08,27.5,0.1,9.5,,61.32,29.1,403.43598624594165,3.9327540000000005,20,1.5,
Mn,0.08,27.5,0.1,9.5,,60.82,29.1,408.1727035204793,3.9417540000000004,20,2.0,
Mn,0.08,27.5,0.1,9.5,,60.32,29.1,412.34583521325663,3.9507540000000003,20,2.5,
Mn,0.08,27.5,0.1,9.5,,59.82,29.1,416.11863465037385,3.959754,20,3.0,
Mn,0.08,27.5,0.1,9.5,,59.32,29.1,419.58808179582616,3.9687540000000006,20,3.5,
